event_date,city,race_no,horse_name,incident_type,incident_text,match_confidence,source_pdf
2026-01-01,Antalya,6,MAKUL,scratch,Çıkış Nedeni: START MAKİNESİNDEN KAPAĞIN ALTINDAN ÇIKARAK KAÇMASI NEDENİYLE,0.8,20260101_Antalya.pdf
2026-01-01,Antalya,8,GRAY BULLET,scratch,Çıkış Nedeni: BİNİCİSİNİN RAPORLU OLUP AT İLGİLİLERİNİN YERİNE BİNİCİ BULAMAMASI VE TALEPLERİ ÜZERİNE,0.7272727272727273,20260101_Antalya.pdf
2026-01-01,Antalya,,AT NO,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: At Adı, Neden: KOŞMAYAN JOKEY, Değişen Jokey: ÇIKIŞ NEDENİ",0.6666666666666667,20260101_Antalya.pdf
2026-01-01,Antalya,3,HÜMA YAPRAK,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: İLKER AKIN, Neden: RAPORLU OLDUĞUNDAN, Değişen Jokey: SERHAT ÇELİK",0.736842105263158,20260101_Antalya.pdf
2026-01-01,Antalya,7,DAĞ YONCASI,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: MEHMET ALİ AKGÖBEK, Neden: RAPORLU OLDUĞUNDAN, Değişen Jokey: SADIK ALTAY",0.6666666666666667,20260101_Antalya.pdf
2026-01-01,Antalya,8,GENERAL SHERMAN,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: MEHMET ALİ AKGÖBEK, Neden: RAPORLU OLDUĞUNDAN, Değişen Jokey: SERKAN YILDIZ",0.6666666666666667,20260101_Antalya.pdf
2026-01-01,Antalya,6,DIAMOND BROTHERS,trainer_change,"Antrenör Değişikliği: Eski: TURGUT İBİŞ, Neden: RAPORLU OLMASI, Yeni: OZAN BULUT",0.7407407407407408,20260101_Antalya.pdf
2026-01-01,Antalya,7,FELEKTAY,trainer_change,"Antrenör Değişikliği: Eski: VEDAT ÖNDER, Neden: RAPORLU OLMASI, Yeni: ERHAN YUSUF İYİDÖNER",0.8,20260101_Antalya.pdf
2026-01-01,Antalya,8,DARK SOUL,trainer_change,"Antrenör Değişikliği: Eski: VEDAT ÖNDER, Neden: RAPORLU OLMASI, Yeni: BATUHAN TURGUL",0.7142857142857143,20260101_Antalya.pdf
2026-01-01,Antalya,6,BAK,steward_incident,"Ek Rapor 25.12.2025 günü 6.koşuda 7 numaraya kayıtlı olarak koşan BAKIRINOĞLU isimli atın binicisi ERTUĞRUL CANKILIÇ, son düzlükte 2025 yılı At Yarışları Genel Hükümlerinde belirtilenden fazla sayıda (5 Adetten fazla) kamçı kullanarak yarış usul ve esaslarını ihlal ettiğinden dolayı Komiserler Kuruluna çağırılmış ve 6132 sayılı At Yarışları Hakkında Kanunun 4.maddesi ve buna dayanılarak çıkartılan At Yarışları Yönetmeliğinin 123. maddesi gereğince savunma tutanağı tebliğ edilmişti. 01.01.2026 günü savunması kurulumuza ulaşmıştır. Savunması Kurulumuzca yetersiz görüldüğünden 6132 sayılı At Yarışları Hakkında Kanunun 4.maddesinin (b-1) ve (c-2) bentleri ile At Yarışları Yönetmeliğinin 123/6 maddesi gereğince 4.243 TL PARA CEZASI ve 14 GÜN (TEKERRÜR) süreyle idman yeri dışında yarışlarla ilgili her türlü yerlerde sanat icrasından geçici yasaklanması cezası ile cezalandırılmıştır. 25.12.2025 günü 4.koşuda 9 numaraya kayıtlı olarak koşan YILDIZSAÇAN isimli atın binicisi FERHAT YÜCEL, son düzlükte 2025 yılı At Yarışları Genel Hükümlerinde belirtilenden fazla sayıda (5 Adetten fazla) kamçı kullanarak yarış usul ve esaslarını ihlal ettiğinden dolayı Komiserler Kuruluna çağırılmış ve 6132 sayılı At Yarışları Hakkında Kanunun 4.maddesi ve buna dayanılarak çıkartılan At Yarışları Yönetmeliğinin 123. maddesi gereğince savunma tutanağı tebliğ edilmişti. 01.01.2026 günü savunmasını kurulumuza vermiştir. Savunması Kurulumuzca yetersiz görüldüğünden 6132 sayılı At Yarışları Hakkında Kanunun 4.maddesinin (b-1) ve (c-2) bentleri ile At Yarışları Yönetmeliğinin 123/6 maddesi gereğince 4.243 TL PARA CEZASI ve 7 GÜN süreyle idman yeri dışında yarışlarla ilgili her türlü yerlerde sanat icrasından geçici yasaklanması cezası ile cezalandırılmıştır. 26.12.2025 günü 4. koşuda 3 numaraya kayıtlı olarak koşan EXPRESS isimli atın binicisi HIŞMAN ÇİZİK, son düzlükte dıştan içeri doğru hatalı kulvar değiştirip içindeki atların performansına olumsuz etki etmesi nedeniyle yarış usul ve esaslarını ihlal ettiğinden dolayı 6132 sayılı At Yarışları Hakkında Kanunun 4. maddesi ve buna dayanılarak çıkartılan At Yarışları Yönetmeliğinin 122. Maddesi gereğince Komiserler Kuruluna çağırılarak savunma tutanağı tebliğ edilmişti. Savunması Kurulumuzca yetersiz görüldüğünden 6132 sayılı At Yarışları Kanununun 4.maddesi ve buna dayanılarak çıkartılan At Yarışları Yönetmeliğinin 122. maddesinin 7. fıkrası (a) ve (b) bentleri gereğince 4.243 TL PARA CEZASI ve 15 GÜN süreyle idman yeri dışında yarışlarla ilgili her türlü yerlerde sanat icrasından geçici yasaklanması cezası ile cezalandırılmıştır. KEMAL YILMAZ Antalya Hipodromu Komiserler Kurulu Başkanı",0.95,20260101_Antalya.pdf
2026-01-01,İzmir,6,BAD REFTAR,scratch,Çıkış Nedeni: START MAKİNASINA GİRİŞTE HUYSUZLUK YAPARAK YARIŞI GECİKTİRDİĞİNDEN,0.6666666666666667,20260101_Izmir.pdf
2026-01-01,İzmir,6,AĞAM URFALI,scratch,Çıkış Nedeni: GASTRO ENTERİT,0.7058823529411764,20260101_Izmir.pdf
2026-01-02,Antalya,3,YEŞİL İNCİ,scratch,Çıkış Nedeni: START HAKEMİ EMRİNE GİRMEDİĞİ İÇİN,0.7272727272727273,20260102_Antalya.pdf
2026-01-02,Antalya,,AT NO,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: At Adı, Neden: KOŞMAYAN JOKEY, Değişen Jokey: ÇIKIŞ NEDENİ",0.6666666666666667,20260102_Antalya.pdf
2026-01-02,Antalya,1,HEY JUDE,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: BEKİR MERT MIRIK, Neden: RAPORLU OLDUĞUNDAN, Değişen Jokey: MEHMET KAYA",0.5882352941176471,20260102_Antalya.pdf
2026-01-02,Antalya,1,BODEXCEPTIONAL,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: KÜRŞAT YILMAZ, Neden: RAPORLU OLDUĞUNDAN, Değişen Jokey: SERHAT ÇELİK",0.7272727272727273,20260102_Antalya.pdf
2026-01-02,Antalya,3,TM BATAILE,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: BEKİR MERT MIRIK, Neden: RAPORLU OLDUĞUNDAN, Değişen Jokey: FATİH SULTAN MEHMET SANSAR",0.631578947368421,20260102_Antalya.pdf
2026-01-02,Antalya,4,QUEEN OF ENIGMA,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: BEKİR MERT MIRIK, Neden: RAPORLU OLDUĞUNDAN, Değişen Jokey: MEHMET KAYA",0.7333333333333334,20260102_Antalya.pdf
2026-01-02,Antalya,7,TUĞÇEYİM,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: BEKİR MERT MIRIK, Neden: RAPORLU OLDUĞUNDAN, Değişen Jokey: FATİH SULTAN MEHMET SANSAR",0.8571428571428572,20260102_Antalya.pdf
2026-01-02,Antalya,1,STAR MY BEST,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: HIŞMAN ÇİZİK, Neden: CEZALI OLDUĞUNDAN, Değişen Jokey: MÜSLÜM ÇELİK",0.7619047619047619,20260102_Antalya.pdf
2026-01-02,Antalya,3,THEATER OF WAR,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: HIŞMAN ÇİZİK, Neden: CEZALI OLDUĞUNDAN, Değişen Jokey: MERT GÖKALP ARSLAN",0.6428571428571428,20260102_Antalya.pdf
2026-01-02,Antalya,4,CHENNAI,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: HIŞMAN ÇİZİK, Neden: CEZALI OLDUĞUNDAN, Değişen Jokey: UĞUR TEMUR",0.7142857142857143,20260102_Antalya.pdf
2026-01-02,Antalya,1,MY PRIVATE,trainer_change,"Antrenör Değişikliği: Eski: ABDURRAHMAN METE İNAL, Neden: RAPORLU OLMASI, Yeni: ERHAN YUSUF İYİDÖNER",0.9,20260102_Antalya.pdf
2026-01-02,Antalya,3,JOYOUS GIRL,trainer_change,"Antrenör Değişikliği: Eski: ALİ ÇİZİK, Neden: RAPORLU OLMASI, Yeni: KENAN KORKMAZ",0.7619047619047619,20260102_Antalya.pdf
2026-01-02,İzmir,2,CİHAN ŞAHI,trainer_change,"Antrenör Değişikliği: Eski: DAVUT AKBULUT, Neden: RAPORLU OLMASI, Yeni: YUSUF AKBULUT",0.7777777777777779,20260102_Izmir.pdf
2026-01-02,İzmir,6,TAYKUTUN OĞLU,trainer_change,"Antrenör Değişikliği: Eski: DAVUT AKBULUT, Neden: RAPORLU OLMASI, Yeni: YUSUF AKBULUT",0.7272727272727273,20260102_Izmir.pdf
2026-01-03,Adana,3,BOGOTA,trainer_change,"Antrenör Değişikliği: Eski: MEHMET BALTA, Neden: RAPORLU OLMASI, Yeni: AT SAHİBİ",0.7272727272727273,20260103_Adana.pdf
2026-01-03,Adana,,KAPTAN,steward_incident,"Ek Rapor DIŞ START İLE İLGİLİ BİLGİLENDİRME; Yapılan inceleme ve değerlendirme sonucunda, mevzuat hükümlerine göre; - GÖRKEM KAPTAN isimli İngiliz atı, için dış start verilmesi uygun görülmüştür. - FIRE OF TYGAR isimli İngiliz atı, için dış start iptal edilmesi uygun görülmüştür. 27.12.2025 tarihli koşulara ait ek rapor: 27.12.2025 tarihinde yapılan 3. koşuda, 5 numaralı PAKOMSIN isimli atın binicisi İsmail KATI, koşunun son 50 metresinden sonra fotofinişe kadar atını teşviki bırakarak, yarış disiplininden uzak ve ciddiyetsiz şekilde at binip yarış usul ve esaslarına aykırı hareket etmesinden dolayı 6132 Sayılı At Yarışları Hakkındaki Kanunun 4. Maddesi ve At Yarışlar Yönetmeliğinin 117/1. maddesine göre disiplin soruşturması başlatılmış olup, savunması istenmişti. Savunmasını 03.01.2026 tarihinde Kurulumuza vermiş ancak yeterli görülmemiştir. Adı geçen binici cezasının 05.01.2026 tarihinden itibaren başlatılmasını talep etmiştir. Bahse konu olayla ilgili olarak 6132 Sayılı At Yarışları Hakkındaki Kanunun 4. Maddesinin ( c-2 ) bendi ve At Yarışlar Yönetmeliğinin 117/1. maddesi uyarınca ( 05.01.2026 gününden başlamak üzere ) 60 ( altmış ) gün süreyle idman yeri dışında yarışlarla ilgili yerlerden geçici sanat icra etmekten yasaklanması cezası verilmiştir. MEHMET ALİ SÖZMEN Adana Yeşiloba Hipodromu Komiserler Kurulu Başkanı",0.95,20260103_Adana.pdf
2026-01-03,İstanbul,1,KANATLANAN,scratch,Çıkış Nedeni: SAĞ ARKA AYAKTA TOPALLIK,0.736842105263158,20260103_Istanbul.pdf
2026-01-03,İstanbul,4,YARGIÇ,scratch,Çıkış Nedeni: GENEL DURUM BOZUKLUĞU,0.7272727272727273,20260103_Istanbul.pdf
2026-01-03,İstanbul,7,TOUCH THE MONEY,scratch,Çıkış Nedeni: START MAKİNESİNE GİRİŞ YAPMADIĞINDAN DOLAYI,0.7857142857142857,20260103_Istanbul.pdf
2026-01-03,İstanbul,8,KASAP ENDER,scratch,Çıkış Nedeni: SANCIYA BAĞLI GENEL DURUM BOZUKLUĞU,0.736842105263158,20260103_Istanbul.pdf
2026-01-03,İstanbul,,FIRTINALAR DİYARI,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: ONUR YILDIZ, Neden: RAPORLU OLDUĞUNDAN, Değişen Jokey: BURAK AKÇAY",0.6428571428571428,20260103_Istanbul.pdf
2026-01-03,İstanbul,4,QUEEN REDAMANCY,trainer_change,"Antrenör Değişikliği: Eski: EMRAH ÇUKURKAŞ, Neden: RAPORLU OLMASI, Yeni: AT SAHİBİ",0.6666666666666667,20260103_Istanbul.pdf
2026-01-03,İstanbul,4,TRUVA MEMET,trainer_change,"Antrenör Değişikliği: Eski: NURULLAH ESEN, Neden: RAPORLU OLMASI, Yeni: İHSAN AKMEŞE",0.6363636363636364,20260103_Istanbul.pdf
2026-01-03,İstanbul,4,EMİRAY BETY,trainer_change,"Antrenör Değişikliği: Eski: ÖMER FARUK TAŞDELEN, Neden: RAPORLU OLMASI, Yeni: GÜLŞAH TAŞDELEN",0.7777777777777779,20260103_Istanbul.pdf
2026-01-03,İstanbul,7,THUNDER MONARCH,trainer_change,"Antrenör Değişikliği: Eski: EMRAH ÇUKURKAŞ, Neden: RAPORLU OLMASI, Yeni: AT SAHİBİ",0.7407407407407408,20260103_Istanbul.pdf
2026-01-03,Şanlıurfa,1,DURALİ STRAWBERRY,scratch,Çıkış Nedeni: START HAKEMİ EMRİNE GİRMEDİĞİNDEN DOLAYI,0.6153846153846154,20260103_Sanliurfa.pdf
2026-01-03,Şanlıurfa,7,SABAZBEYİ,scratch,Çıkış Nedeni: PİSTİN SULU OLMASINDAN DOLAYI,0.7777777777777779,20260103_Sanliurfa.pdf
2026-01-03,Şanlıurfa,7,ÖZNİLAY,scratch,Çıkış Nedeni: PİSTİN SULU OLMASINDAN DOLAYI,0.75,20260103_Sanliurfa.pdf
2026-01-03,Şanlıurfa,,AT NO,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: At Adı, Neden: KOŞMAYAN JOKEY, Değişen Jokey: ÇIKIŞ NEDENİ",0.6666666666666667,20260103_Sanliurfa.pdf
2026-01-03,Şanlıurfa,3,AY ÇÖLÜ,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: AHMET HASAN BAYAR, Neden: HASTANEYE SEVK EDİLDİĞİNDEN, Değişen Jokey: NECMİ ALTIN",0.7692307692307692,20260103_Sanliurfa.pdf
2026-01-03,Şanlıurfa,4,PARAZİT,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: AHMET HASAN BAYAR, Neden: HASTANEYE SEVK EDİLDİĞİNDEN, Değişen Jokey: NECMİ ALTIN",0.8333333333333335,20260103_Sanliurfa.pdf
2026-01-03,Şanlıurfa,7,SEHHAR,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: AHMET HASAN BAYAR, Neden: HASTANEYE SEVK EDİLDİĞİNDEN, Değişen Jokey: NECMİ ALTIN",0.7272727272727273,20260103_Sanliurfa.pdf
2026-01-03,Şanlıurfa,8,YAVAŞ ABDİ,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: AHMET HASAN BAYAR, Neden: HASTANEYE SEVK EDİLDİĞİNDEN, Değişen Jokey: NECMİ ALTIN",0.6666666666666667,20260103_Sanliurfa.pdf
2026-01-03,Şanlıurfa,4,BERMEDEE,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: MEHMET ALİ AKTÜRK, Neden: CEZALI OLDUĞUNDAN, Değişen Jokey: HASAN ALTUNDAĞ",0.6666666666666667,20260103_Sanliurfa.pdf
2026-01-03,Şanlıurfa,5,ESYAŞAR,trainer_change,"Antrenör Değişikliği: Eski: RAMAZAN BARMAN, Neden: RAPORLU OLMASI, Yeni: MEHMET ALTIN",0.7272727272727273,20260103_Sanliurfa.pdf
2026-01-03,Şanlıurfa,2,ÇELİK ELA,trainer_change,"Antrenör Değişikliği: Eski: MUHAMMET YILDIRIM, Neden: SAİR DURUMLAR, Yeni: MEHMET ALTIN",0.7777777777777779,20260103_Sanliurfa.pdf
2026-01-03,Şanlıurfa,5,LAVİSTAKAYA,trainer_change,"Antrenör Değişikliği: Eski: MUHAMMET YILDIRIM, Neden: SAİR DURUMLAR, Yeni: MEHMET ALTIN",0.736842105263158,20260103_Sanliurfa.pdf
2026-01-04,Adana,1,INDEPENDENCE,scratch,Çıkış Nedeni: YASAKLI OLMASI NEDENİYLE,0.631578947368421,20260104_Adana.pdf
2026-01-04,Adana,8,GÜVENAĞA,trainer_change,"Antrenör Değişikliği: Eski: SALİH BECENE, Neden: RAPORLU OLMASI, Yeni: YUNUS TUNCAY",0.8,20260104_Adana.pdf
2026-01-04,Adana,8,DUMAN*,trainer_change,"Antrenör Değişikliği: Eski: MEHMET ALTIN, Neden: RAPORLU OLMASI, Yeni: RAMAZAN KAYA",1.0,20260104_Adana.pdf
2026-01-04,Adana,8,TUMBUL ÇİÇEĞİ,trainer_change,"Antrenör Değişikliği: Eski: MEHMET EMİN SARIDAL, Neden: RAPORLU OLMASI, Yeni: MEHMET ALİ ÇİÇEK",0.7692307692307692,20260104_Adana.pdf
2026-01-04,Adana,8,YUTANGİRDAP,trainer_change,"Antrenör Değişikliği: Eski: MEHMET ALTIN, Neden: RAPORLU OLMASI, Yeni: AT SAHİBİ",0.6666666666666667,20260104_Adana.pdf
2026-01-04,Adana,,MERT ALİ,steward_incident,"Ek Rapor DIŞ START İLE İLGİLİ BİLGİLENDİRME; Yapılan inceleme ve değerlendirme sonucunda, mevzuat hükümlerine göre; - SALAMCI HAYRETTİN isimli Arap atı, - GÜLFİLİZ isimli Arap atı, için dış start verilmesi uygun görülmüştür. 28.12.2025 tarihli koşulara ait ek rapor: 28.12.2025 tarihinde yapılan 4. koşuda, 4 numaralı BÜYÜK YILDIZ isimli atın binicisi Mert Ali SOLMAZ, son düzlükte atına fazla sayıda kamçı kullanarak ( 6 adet ) yarış usul ve esaslarına aykırı hareket etmesinden dolayı 6132 Sayılı At Yarışları Hakkındaki Kanunun 4. Maddesi ve At Yarışları Yönetmeliğin 123/6. Maddesine göre disiplin soruşturması başlatılmış olup, savunması istenmişti. Savunmasını bugün Kurulumuza vermiş, ancak yeterli görülmemiştir. Adı geçen binici cezasının 07.01.2026 tarihinden itibaren başlatılmasını talep etmiştir. Bahse konu olayla ilgili olarak 6132 sayılı At Yarışları Kanununun 4. maddesinin ( b-1 ) ve (c-2) bentleri ve At Yarışları Yönetmeliğin 123/6. Maddesi uyarınca ( 07.01.2026 gününden başlamak üzere ) 7 ( yedi ) gün süreyle idman yeri dışında yarışlarla ilgili yerlerden geçici sanat icra etmekten yasaklanması ve ayrıca 4.243 TL PARA CEZASI ile cezalandırılmıştır. 03.01.2026 tarihli koşulara ait ek rapor: 03.01.2026 tarihinde yapılan 8. koşuda, 9 numaralı GÜLLÜ BAHÇE isimli atın binicisi Mehmet Taha COŞKUN, son düzlükte atına fazla sayıda kamçı kullanarak ( 6 adet ) yarış usul ve esaslarına aykırı hareket etmesinden dolayı 6132 Sayılı At Yarışları Hakkındaki Kanunun 4. Maddesi ve At Yarışları Yönetmeliğin 123/6. Maddesine göre disiplin soruşturması başlatılmış olup, savunması istenmişti. Savunmasını bugün Kurulumuza vermiş, ancak yeterli görülmemiştir. Adı geçen binici cezasının 05.01.2026 tarihinden itibaren başlatılmasını talep etmiştir. Bahse konu olayla ilgili olarak 6132 sayılı At Yarışları Kanununun 4. maddesinin ( b-1 ) ve (c-2) bentleri ve At Yarışları Yönetmeliğin 123/6. Maddesi uyarınca ( 05.01.2026 gününden başlamak üzere ) 7 ( yedi ) gün süreyle idman yeri dışında yarışlarla ilgili yerlerden geçici sanat icra etmekten yasaklanması ve ayrıca 5.325 TL PARA CEZASI ile cezalandırılmıştır. MEHMET ALİ SÖZMEN Adana Yeşiloba Hipodromu Komiserler Kurulu Başkanı",0.95,20260104_Adana.pdf
2026-01-05,Bursa,3,PROND OF YOU,scratch,Çıkış Nedeni: SAĞ ÖN AYAKTA ÖDEM,0.7,20260105_Bursa.pdf
2026-01-05,Bursa,6,RASİM HAN,trainer_change,"Antrenör Değişikliği: Eski: HİKMET TURAN, Neden: RAPORLU OLMASI, Yeni: AT SAHİBİ",0.8235294117647058,20260105_Bursa.pdf
2026-01-06,Adana,1,FOR FREEDOM,scratch,Çıkış Nedeni: SAĞ ARKA AYAKTA TOPALLIK,0.6153846153846154,20260106_Adana.pdf
2026-01-06,Adana,1,OĞLUM YASİN,scratch,Çıkış Nedeni: ÖN SOL AYAKTA TOPALLIK,0.736842105263158,20260106_Adana.pdf
2026-01-06,Adana,1,BİR KARA VEDAT,scratch,Çıkış Nedeni: BİNİCİNİN RAPORLU OLMASI VE YERİNE BİNİCİ BULUNAMAMASI NEDENİYLE,0.6666666666666667,20260106_Adana.pdf
2026-01-06,Adana,5,TENDÜREK,scratch,Çıkış Nedeni: TENDİNİTİS,0.7692307692307692,20260106_Adana.pdf
2026-01-06,Adana,5,DENİZ LARA,scratch,Çıkış Nedeni: ÖN SOL AYAKTA TOPALLIK,0.736842105263158,20260106_Adana.pdf
2026-01-06,Adana,5,MUY BIEN,scratch,Çıkış Nedeni: BİNİCİNİN RAPORLU OLMASI VE YERİNE BİNİCİ BULUNAMAMASI NEDENİYLE,0.75,20260106_Adana.pdf
2026-01-06,Adana,9,MR OLCAY,scratch,Çıkış Nedeni: ÖN SAĞ AYAKTA TOPALLIK,0.7692307692307692,20260106_Adana.pdf
2026-01-06,Adana,9,BUCARAMANGA,scratch,Çıkış Nedeni: ÖN SOL AYAKTA ÖDEM,0.736842105263158,20260106_Adana.pdf
2026-01-06,Adana,9,COVİNİ,scratch,Çıkış Nedeni: TESTİSTE ÖDEM,0.6666666666666667,20260106_Adana.pdf
2026-01-06,Adana,,ŞİRİNMİŞİRİN,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: İSA KATAR, Neden: RAPORLU OLDUĞUNDAN, Değişen Jokey: MÜSLÜM ÇELİK",0.6956521739130435,20260106_Adana.pdf
2026-01-06,Adana,,KING ANCESTOR,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: İSA KATAR, Neden: RAPORLU OLDUĞUNDAN, Değişen Jokey: MÜSLÜM ÇELİK",0.7407407407407408,20260106_Adana.pdf
2026-01-06,Antalya,7,ROL MODEL,scratch,Çıkış Nedeni: GENEL DURUM BOZUKLUĞU,0.7777777777777779,20260106_Antalya.pdf
2026-01-06,Antalya,3,ANTALYA,steward_incident,"Ek Rapor 30.12.2025 günü 3.koşuda 2 numaraya kayıtlı olarak koşan BUBO isimli atın binicisi MUSTAFA TEKPETEK, son düzlükte 2025 yılı At Yarışları Genel Hükümlerinde belirtilenden fazla sayıda (5 Adetten fazla) kamçı kullanarak yarış usul ve esaslarını ihlal ettiğinden dolayı Komiserler Kuruluna çağırılmış ve 6132 sayılı At Yarışları Hakkında Kanunun 4.maddesi ve buna dayanılarak çıkartılan At Yarışları Yönetmeliğinin 123. maddesi gereğince savunma tutanağı tebliğ edilmişti. 06.01.2026 günü savunması kurulumuza vermiştir. Savunması Kurulumuzca yetersiz görüldüğünden 6132 sayılı At Yarışları Hakkında Kanunun 4.maddesinin (b-1) ve (c-2) bentleri ile At Yarışları Yönetmeliğinin 123/6 maddesi gereğince 4.243 TL PARA CEZASI ve 7 GÜN süreyle idman yeri dışında yarışlarla ilgili her türlü yerlerde sanat icrasından geçici yasaklanması cezası ile cezalandırılmıştır. Yapılan inceleme ve değerlendirme sonucunda, mevzuat hükümlerine göre; - TİRİLYE KARTALI isimli Arap atına dış start verilmesi uygun görülmüştür. KEMAL YILMAZ Antalya Hipodromu Komiserler Kurulu Başkanı",0.95,20260106_Antalya.pdf
2026-01-07,İstanbul,4,MAJESTIC CHAMPION,scratch,Çıkış Nedeni: BOYUN TRAVMASI,0.7428571428571429,20260107_Istanbul.pdf
2026-01-07,İstanbul,,AT NO,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: At Adı, Neden: KOŞMAYAN JOKEY, Değişen Jokey: ÇIKIŞ NEDENİ",0.6666666666666667,20260107_Istanbul.pdf
2026-01-07,İstanbul,3,BAŞ FEDAİ,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: NEVZAT AVCİ, Neden: RAPORLU OLDUĞUNDAN, Değişen Jokey: BURAK AKÇAY",0.75,20260107_Istanbul.pdf
2026-01-07,İstanbul,3,ABUZER BABA,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: ERCAN ÇANKAYA, Neden: RAPORLU OLDUĞUNDAN, Değişen Jokey: ERHAN AKTUĞ",0.7619047619047619,20260107_Istanbul.pdf
2026-01-07,İstanbul,4,TANER ABİ,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: ERCAN ÇANKAYA, Neden: RAPORLU OLDUĞUNDAN, Değişen Jokey: ALİ KAÇMAZ",0.7777777777777779,20260107_Istanbul.pdf
2026-01-07,İstanbul,6,CATCH THE STARS,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: ERCAN ÇANKAYA, Neden: RAPORLU OLDUĞUNDAN, Değişen Jokey: ALİ KAÇMAZ",0.7096774193548387,20260107_Istanbul.pdf
2026-01-07,İstanbul,7,CHOSEN ONE,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: NEVZAT AVCİ, Neden: RAPORLU OLDUĞUNDAN, Değişen Jokey: GÖKHAN BEKTAŞ",0.75,20260107_Istanbul.pdf
2026-01-07,İstanbul,7,BOUNDLESS GLORY,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: ERCAN ÇANKAYA, Neden: RAPORLU OLDUĞUNDAN, Değişen Jokey: ALİ KAÇMAZ",0.6666666666666667,20260107_Istanbul.pdf
2026-01-07,İstanbul,8,GENÇ MİMAR,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: NEVZAT AVCİ, Neden: RAPORLU OLDUĞUNDAN, Değişen Jokey: ALİ YILDIZ",0.736842105263158,20260107_Istanbul.pdf
2026-01-07,İstanbul,3,DRAGON,steward_incident,"Ek Rapor DIŞ START İLE İLGİLİ BİLGİLENDİRME: Yapılan inceleme ve değerlendirme sonucunda, mevzuat hükümlerine göre; - KARBİR (ARAP) isimli atın dış startının kaldırılması uygun görülmüştür. 31.12.2025 tarihinde 3. koşuda 8 numaraya kayıtlı olarak koşan ŞAH DRAGON isimli atın jokeyi Onur YILDIZ, son düzlükte fazla sayıda (6 ADET) kamçı kullandığından dolayı Komiserler Kuruluna çağırılmış ve savunma tutanağı tebliğ edilmiştir. Konu ile ilgili savunmasını tebliğ edildiği tarihten 7 (yedi) gün sonra 07.01.2026 tarihinde Kurulumuza iletmiştir. Savunması Kurulumuzca yetersiz görüldüğünden 6132 sayılı At Yarışları Kanunu ve buna dayanılarak çıkartılan At Yarışları Yönetmeliğinin 123. maddesinin 6. fıkrası uyarınca 7 (yedi) gün süreyle idman yeri dışında, tribün ve eklentileri dışında, yarışlarla ilgili yerlerde geçici sanat icra etmekten yasaklanması ve ayrıca 4243 TL para cezası ile cezalandırılmıştır. 03.01.2026 tarihinde 8. koşuda 5 numaraya kayıtlı olarak koşan DORUĞUN AYAZI isimli atın aprantisi Baran ÇETİN, son düzlükte fazla sayıda (6 ADET) kamçı kullandığından dolayı Komiserler Kuruluna çağırılmış ve savunma tutanağı tebliğ edilmiştir. Konu ile ilgili savunmasını tebliğ edildiği tarihten 4 (dört) gün sonra 07.01.2026 tarihinde Kurulumuza iletmiştir. Savunması Kurulumuzca yetersiz görüldüğünden 6132 sayılı At Yarışları Kanunu ve buna dayanılarak çıkartılan At Yarışları Yönetmeliğinin 123. maddesinin 6. fıkrası uyarınca 14 (on dört) gün süreyle idman yeri dışında, tribün ve eklentileri dışında, yarışlarla ilgili yerlerde geçici sanat icra etmekten yasaklanması ve ayrıca 5325 TL para cezası ile cezalandırılmıştır. SEDAT DEMİRKOL İstanbul Veliefendi Hipodromu Komiserler Kurulu Başkanı",0.95,20260107_Istanbul.pdf
2026-01-08,Antalya,,AYSERA KIZ,jockey_change,"Jokey Değişikliği: Koşmayan Jokey: MEHMET AKYAVUZ, Neden: RAPORLU OLDUĞUNDAN, Değişen Jokey: GÖRKEM ÖZÇELİK",0.8235294117647058,20260108_Antalya.pdf
